         161612884 function calls (161609367 primitive calls) in 197.602 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\reshape\concat.py:535(_get_new_axes)
        7    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\reshape\concat.py:537(<listcomp>)
        7    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:4778(isna)
        7    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:7416(isna)
      452    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:201(is_object_dtype)
      310    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\dtypes.py:923(is_dtype)
     1097    0.002    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\base.py:411(find)
       52    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\cast.py:542(maybe_promote)
      320    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:610(<genexpr>)
       21    0.000    0.000    0.003    0.000 C:\Python39\lib\importlib\__init__.py:109(import_module)
        7    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2172(TextParser)
       35    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\missing.py:367(array_equivalent)
      252    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
        7    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:52(<listcomp>)
       21    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:1018(_gcd_import)
        7    0.000    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:780(__init__)
       14    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:92(_get_mgr_concatenation_plan)
      546    0.002    0.000    0.003    0.000 C:\Python39\lib\zipfile.py:343(__init__)
      311    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:388(is_datetime64tz_dtype)
      329    0.002    0.000    0.003    0.000 C:\Python39\lib\posixpath.py:71(join)
      289    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\dtypes.py:1132(is_dtype)
      773    0.001    0.000    0.003    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1610(_is_dtype_type)
       21    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:1002(_find_and_load)
       14    0.000    0.000    0.003    0.000 C:\Python39\lib\zipfile.py:256(_EndRecData)
      266    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:231(is_sparse)
      196    0.001    0.000    0.002    0.000 C:\Python39\lib\zipfile.py:697(_get_decompressor)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\reshape\concat.py:542(_get_comb_axis)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\api.py:65(get_objs_combined_axis)
     2044    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\api.py:109(_get_combined_index)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\child.py:45(__init__)
       52    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\algorithms.py:1534(_get_take_nd_function)
      196    0.001    0.000    0.002    0.000 C:\Python39\lib\zipfile.py:1031(close)
       95    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\numpy\core\_methods.py:56(_all)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\concat.py:363(<listcomp>)
       14    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\views.py:83(__init__)
       14    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\construction.py:405(ensure_wrapped_if_datetimelike)
       84    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1257(maybe_castable)
       14    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:210(_get_filepath_or_buffer)
      154    0.001    0.000    0.002    0.000 C:\Python39\lib\posixpath.py:100(split)
       14    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\core.py:81(__init__)
       49    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:536(_combine_concat_plans)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\manifest.py:97(__init__)
      140    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\workbook.py:66(__init__)
       14    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:305(_from_sequence)
       14    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:309(_from_sequence_not_strict)
       13    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:232(_rebuild_blknos_and_blklocs)
      182    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\relationship.py:36(__init__)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1039(_make_engine)
       90    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:269(mgr_locs)
      380    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\numpy\core\_dtype.py:307(_name_includes_bit_suffix)
      196    0.002    0.000    0.002    0.000 {built-in method zlib.decompressobj}
      161    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\relationship.py:62(__init__)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2237(__init__)
       14    0.001    0.000    0.002    0.000 {pandas._libs.lib.clean_index_list}
    56/14    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\openpyxl\descriptors\serialisable.py:106(to_tree)
        7    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\api.py:161(union_indexes)
      742    0.001    0.000    0.002    0.000 C:\Python39\lib\encodings\cp437.py:14(decode)
     4199    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
        7    0.002    0.000    0.002    0.000 {built-in method builtins.print}
       60    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:199(dtype)
       14    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:1891(sequence_to_dt64ns)
       21    0.000    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:81(close)
       42    0.001    0.000    0.002    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\concat.py:24(_get_dtype_kinds)
       70    0.000    0.000    0.002    0.000 C:\Python39\lib\distutils\version.py:304(__init__)
      154    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
       20    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:126(__init__)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1577(from_array)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\reader\excel.py:176(read_theme)
       14    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
      308    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\pagebreak.py:46(__init__)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\io\excel\_base.py:1201(close)
       70    0.001    0.000    0.001    0.000 C:\Python39\lib\distutils\version.py:309(parse)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\io\excel\_openpyxl.py:490(close)
      315    0.001    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\colors.py:131(__set__)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:4337(reindex)
      147    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\table.py:347(__init__)
      210    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\packaging\manifest.py:69(__init__)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\views.py:143(__init__)
       60    0.001    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\concat.py:190(needs_filling)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:4564(reindex)
      473    0.001    0.000    0.001    0.000 {built-in method numpy.array}
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:10858(any)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:10593(any)
      140    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\dimensions.py:288(__init__)
      182    0.001    0.000    0.001    0.000 C:\Python39\lib\posixpath.py:334(normpath)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:10565(_logical_func)
       86    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\fills.py:57(from_tree)
       49    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\colors.py:80(__init__)
      137    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\numpy\core\numerictypes.py:360(issubdtype)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\api.py:221(<genexpr>)
       64    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
      196    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\descriptors\base.py:82(__set__)
      322    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
       34    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\numpy\core\_asarray.py:221(require)
      112    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\descriptors\serialisable.py:184(__ne__)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:4149(_reduce)
       28    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\fills.py:96(_from_tree)
       13    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:157(blknos)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\io\excel\_base.py:408(close)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\range.py:85(__new__)
       70    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1341(is_bool_dtype)
      105    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\borders.py:49(__init__)
      296    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\numpy\core\_asarray.py:14(asarray)
       20    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:318(_verify_integrity)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\views.py:41(__init__)
      150    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\construction.py:354(extract_array)
       56    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\numpy\core\_dtype.py:34(__str__)
       72    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1911(<lambda>)
       21    0.001    0.000    0.001    0.000 {pandas._libs.ops.maybe_convert_bool}
      770    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
      196    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\named_styles.py:76(__setattr__)
       86    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\numpy\core\_methods.py:53(_any)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\named_styles.py:51(__init__)
      658    0.001    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\descriptors\serialisable.py:160(__iter__)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:4797(<genexpr>)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\page.py:39(__init__)
       42    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
       21    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\borders.py:87(__init__)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:156(__enter__)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\workbook\properties.py:100(__init__)
       72    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:202(_consolidate_key)
      450    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:4472(identical)
      147    0.000    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
       77    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1863(_asarray_compat)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\stylesheet.py:106(_merge_named_styles)
      203    0.000    0.000    0.001    0.000 C:\Python39\lib\abc.py:96(__instancecheck__)
       21    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:6023(_maybe_cast_data_without_dtype)
        7    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\protection.py:75(__init__)
     2247    0.001    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\styles\cell_style.py:29(__set__)
       42    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\descriptors\base.py:262(__set__)
      280    0.001    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\utils\cell.py:115(column_index_from_string)
       14    0.000    0.000    0.001    0.000 C:\Python39\lib\site-packages\openpyxl\worksheet\dimensions.py:260(__init__)
       35    0.000    0.000    0.001    0.000 C:\Python39\lib\distutils\version.py:333(_cmp)
      196    0.000    0.000    0.001    0.000 C:\Python39\lib\zipfile.py:746(close)
